City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Fowa,NG,2022-07-20 20:46:45,8.9167,6.4,75.72,70,100,2.53,overcast clouds
262,Erzin,TR,2022-07-20 20:46:46,36.9559,36.2,77.22,51,0,1.79,clear sky
263,Shimoda,JP,2022-07-20 20:46:46,34.6667,138.95,77.11,85,98,6.44,overcast clouds
264,Kaeo,NZ,2022-07-20 20:46:47,-35.1,173.7833,53.08,83,16,12.88,few clouds
265,Saskylakh,RU,2022-07-20 20:46:47,71.9167,114.0833,39.78,81,64,14.05,broken clouds
266,Baoro,CF,2022-07-20 20:46:47,5.6667,15.9667,68.49,98,100,2.73,light rain
267,Angoche,MZ,2022-07-20 20:46:48,-16.2325,39.9086,69.44,74,0,2.44,clear sky
268,Calbuco,CL,2022-07-20 20:46:48,-41.768,-73.1273,47.41,67,70,13.67,light rain
269,Humberto De Campos,BR,2022-07-20 20:46:49,-2.5983,-43.4611,77.63,81,45,5.23,scattered clouds
270,Torbay,CA,2022-07-20 20:43:19,47.6666,-52.7314,69.28,78,75,20.71,broken clouds
271,Vila Franca Do Campo,PT,2022-07-20 20:46:50,37.7167,-25.4333,72.01,81,55,1.88,broken clouds
272,Padang,ID,2022-07-20 20:46:50,-0.9492,100.3543,75.88,85,54,4.03,broken clouds
273,Gopalpur,IN,2022-07-20 20:46:50,19.2667,84.9167,83.62,78,100,4.81,overcast clouds
274,Broome,US,2022-07-20 20:46:51,42.2506,-75.833,94.08,52,24,14.0,few clouds
275,Pichayevo,RU,2022-07-20 20:47:52,53.2363,42.2032,56.7,95,100,6.35,light rain
276,Diamantino,BR,2022-07-20 20:47:52,-14.4086,-56.4461,87.62,25,100,4.85,overcast clouds
277,Poum,NC,2022-07-20 20:47:53,-20.2333,164.0167,75.81,85,100,7.87,overcast clouds
278,Marsaxlokk,MT,2022-07-20 20:47:53,35.8419,14.5431,82.08,69,0,3.44,clear sky
279,Raudeberg,NO,2022-07-20 20:47:54,61.9875,5.1352,56.07,95,100,7.76,overcast clouds
280,Nkhata Bay,MW,2022-07-20 20:47:54,-11.6066,34.2907,67.15,72,5,3.89,clear sky
281,Sao Joao Da Barra,BR,2022-07-20 20:47:55,-21.6403,-41.0511,75.29,86,11,11.32,few clouds
282,Chicama,PE,2022-07-20 20:47:55,-7.8447,-79.1469,63.14,60,2,9.13,clear sky
283,Stanceni,RO,2022-07-20 20:47:55,46.9833,25.2333,56.32,69,1,4.61,clear sky
284,Kiama,AU,2022-07-20 20:47:56,-34.6833,150.8667,59.0,96,100,12.95,light rain
285,Conde,BR,2022-07-20 20:47:56,-7.2597,-34.9075,72.86,94,75,10.36,broken clouds
286,Zhezkazgan,KZ,2022-07-20 20:47:57,47.8043,67.7144,81.84,38,90,2.51,overcast clouds
287,Stonewall,CA,2022-07-20 20:47:57,50.1344,-97.3268,82.08,60,10,16.4,clear sky
288,Petropavlovsk-Kamchatskiy,RU,2022-07-20 20:47:58,53.0452,158.6483,50.59,100,100,2.24,mist
289,Hami,CN,2022-07-20 20:47:34,42.8,93.45,63.59,62,8,1.99,clear sky
290,Dickson,US,2022-07-20 20:47:58,36.077,-87.3878,99.72,49,20,13.8,few clouds
291,Ashington,GB,2022-07-20 20:47:59,50.9331,-0.3909,70.41,86,60,1.99,broken clouds
292,Herat,AF,2022-07-20 20:47:59,34.5,62.0,82.2,15,0,25.01,clear sky
293,Portland,US,2022-07-20 20:43:55,45.5234,-122.6762,90.55,44,0,9.22,clear sky
294,Geraldton,AU,2022-07-20 20:48:00,-28.7667,114.6,68.41,94,100,18.41,overcast clouds
295,Salalah,OM,2022-07-20 20:48:01,17.0151,54.0924,77.09,100,100,3.44,drizzle
296,Nara,JP,2022-07-20 20:46:43,34.6851,135.8049,77.5,68,99,1.88,overcast clouds
297,Rio Gallegos,AR,2022-07-20 20:45:38,-51.6226,-69.2181,33.82,69,100,32.17,overcast clouds
298,Wenling,CN,2022-07-20 20:48:02,28.3669,121.36,79.07,95,78,8.77,broken clouds
299,Esperance,AU,2022-07-20 20:48:02,-33.8667,121.9,61.79,52,100,18.66,overcast clouds
300,Lichinga,MZ,2022-07-20 20:48:03,-13.3128,35.2406,57.29,82,20,12.66,few clouds
301,Yulara,AU,2022-07-20 20:48:03,-25.2406,130.9889,44.83,52,7,10.36,clear sky
302,Udala,ES,2022-07-20 20:48:04,43.0778,-2.5125,65.89,96,35,2.21,scattered clouds
303,Lazurne,UA,2022-07-20 20:48:04,46.084,32.5295,72.16,77,44,16.49,scattered clouds
304,Sompeta,IN,2022-07-20 20:48:05,18.9333,84.6,83.73,76,100,4.88,overcast clouds
305,Carnot,CF,2022-07-20 20:48:06,4.9409,15.8665,70.83,96,100,1.59,overcast clouds
306,Rosarito,MX,2022-07-20 20:48:06,32.3333,-117.0333,97.41,59,79,9.66,broken clouds
307,Pavino,RU,2022-07-20 20:48:07,59.1139,46.1414,50.97,94,80,3.98,broken clouds
308,Alappuzha,IN,2022-07-20 20:48:07,9.49,76.3264,78.01,87,100,15.03,overcast clouds
309,Ancud,CL,2022-07-20 20:45:47,-41.8697,-73.8203,40.23,65,82,13.56,broken clouds
310,Catamarca,AR,2022-07-20 20:43:43,-28.4696,-65.7852,68.49,36,86,4.12,overcast clouds
311,Pacific Grove,US,2022-07-20 20:46:32,36.6177,-121.9166,81.81,86,40,12.66,scattered clouds
312,Klaksvik,FO,2022-07-20 20:48:10,62.2266,-6.589,49.12,91,98,19.15,overcast clouds
313,Fare,PF,2022-07-20 20:48:11,-16.7,-151.0167,77.5,70,0,9.62,clear sky
314,Lasa,IT,2022-07-20 20:48:11,46.6166,10.7002,70.68,85,50,2.71,scattered clouds
315,San Quintin,MX,2022-07-20 20:48:12,30.4833,-115.95,75.78,63,73,13.94,broken clouds
316,Nedjo,ET,2022-07-20 20:48:12,9.5046,35.5019,56.91,99,100,0.58,light rain
317,Pasni,PK,2022-07-20 20:48:13,25.2631,63.471,82.76,83,100,11.68,overcast clouds
318,Kavaratti,IN,2022-07-20 20:48:13,10.5669,72.642,81.16,79,100,18.88,moderate rain
319,Kaset Sombun,TH,2022-07-20 20:48:14,16.2805,101.9542,76.01,95,100,2.73,light rain
320,Papillion,US,2022-07-20 20:49:14,41.1544,-96.0422,91.89,32,0,10.36,clear sky
321,Pryazha,RU,2022-07-20 20:49:15,61.6926,33.6216,67.24,82,33,8.03,scattered clouds
322,Nyurba,RU,2022-07-20 20:49:16,63.2842,118.3319,56.19,97,100,3.96,light rain
323,Aklavik,CA,2022-07-20 20:49:16,68.2191,-135.0107,62.6,72,75,3.44,broken clouds
324,Finschhafen,PG,2022-07-20 20:49:17,-6.6024,147.8681,78.17,82,64,3.51,broken clouds
325,Mehamn,NO,2022-07-20 20:49:17,71.0357,27.8492,53.55,100,0,0.0,clear sky
326,Souillac,MU,2022-07-20 20:49:18,-20.5167,57.5167,68.38,73,75,12.66,light rain
327,Bengkulu,ID,2022-07-20 20:49:18,-3.8004,102.2655,75.81,90,63,2.95,broken clouds
328,Batagay-Alyta,RU,2022-07-20 20:49:19,67.8006,130.4114,40.17,82,100,0.89,overcast clouds
329,Kantemirovka,RU,2022-07-20 20:49:19,49.7089,39.8592,60.21,90,100,10.45,light rain
330,Ramsgate,GB,2022-07-20 20:49:20,51.3358,1.4155,71.65,74,32,3.0,scattered clouds
331,Asfi,MA,2022-07-20 20:49:20,32.2994,-9.2372,77.72,60,100,18.48,overcast clouds
332,Chapais,CA,2022-07-20 20:47:45,49.7834,-74.8492,73.18,40,81,3.56,broken clouds
333,Pentecoste,BR,2022-07-20 20:49:21,-3.7928,-39.2703,80.35,45,50,6.17,scattered clouds
334,Nicoya,CR,2022-07-20 20:49:22,10.1483,-85.452,80.44,86,100,5.5,overcast clouds
335,Lulea,SE,2022-07-20 20:49:22,65.5842,22.1547,62.67,77,0,5.75,clear sky
336,Muncar,ID,2022-07-20 20:49:23,-8.4333,114.3333,74.32,83,91,4.03,overcast clouds
337,Iisalmi,FI,2022-07-20 20:49:23,63.5592,27.1907,53.69,86,39,4.36,scattered clouds
338,Iaciara,BR,2022-07-20 20:49:24,-14.0958,-46.6317,79.18,31,5,4.59,clear sky
339,Dafeng,CN,2022-07-20 20:49:24,23.4517,108.5881,77.52,91,99,2.57,overcast clouds
340,Novyy Urengoy,RU,2022-07-20 20:49:25,66.0833,76.6333,51.75,65,79,11.54,broken clouds
341,Kjollefjord,NO,2022-07-20 20:49:25,70.9457,27.3465,53.42,100,0,0.0,clear sky
342,Mokhsogollokh,RU,2022-07-20 20:49:26,61.4681,128.9203,67.66,94,93,1.68,overcast clouds
343,La Ronge,CA,2022-07-20 20:49:26,55.1001,-105.2842,70.05,43,75,20.71,broken clouds
344,Los Llanos De Aridane,ES,2022-07-20 20:49:27,28.6585,-17.9182,69.55,83,11,16.11,few clouds
345,Damietta,EG,2022-07-20 20:49:27,31.4165,31.8133,82.29,73,0,14.58,clear sky
346,Changji,CN,2022-07-20 20:49:28,44.0167,87.3167,72.39,37,0,8.95,clear sky
347,Acarau,BR,2022-07-20 20:49:28,-2.8856,-40.12,78.8,72,81,14.05,broken clouds
348,Pokhara,NP,2022-07-20 20:49:28,28.2333,83.9833,72.01,92,100,1.39,heavy intensity rain
349,Belyy Yar,RU,2022-07-20 20:49:29,53.6039,91.3903,53.85,90,0,4.47,clear sky
350,Kirakira,SB,2022-07-20 20:44:30,-10.4544,161.9205,80.89,79,74,7.07,broken clouds
351,Flinders,AU,2022-07-20 20:49:30,-34.5833,150.8552,50.18,93,100,4.0,light rain
352,Santa Lucia,ES,2022-07-20 20:44:41,27.9117,-15.5407,67.32,73,0,27.63,clear sky
353,Okhotsk,RU,2022-07-20 20:49:31,59.3833,143.3,59.31,93,100,4.27,overcast clouds
354,Prince George,CA,2022-07-20 20:47:52,53.9166,-122.753,75.25,48,75,10.36,broken clouds
355,Labuhan,ID,2022-07-20 20:49:31,-6.8844,112.2051,74.79,82,0,11.12,clear sky
356,Bairiki,KI,2022-07-20 20:49:32,1.3292,172.9752,80.6,89,75,4.61,broken clouds
357,Odesskoye,RU,2022-07-20 20:49:32,54.2111,72.9651,63.81,93,37,6.44,scattered clouds
358,Daru,PG,2022-07-20 20:49:33,-9.0763,143.2092,75.81,92,100,10.02,overcast clouds
359,Mercedes,AR,2022-07-20 20:49:33,-34.6515,-59.4307,64.04,63,31,5.88,scattered clouds
360,Watrous,CA,2022-07-20 20:49:33,51.6668,-105.4679,71.38,43,1,16.11,clear sky
361,Florianopolis,BR,2022-07-20 20:49:34,-27.6146,-48.5012,67.23,75,20,6.91,few clouds
362,Novi Seher,BA,2022-07-20 20:49:34,44.5103,18.0258,70.16,49,0,5.3,clear sky
363,Vegreville,CA,2022-07-20 20:49:35,53.5001,-112.0518,72.3,43,6,13.8,clear sky
364,Talnakh,RU,2022-07-20 20:49:35,69.4865,88.3972,52.21,71,100,5.84,overcast clouds
365,Madaoua,NE,2022-07-20 20:49:36,14.073,5.96,86.65,51,52,11.88,broken clouds
366,Moengo,SR,2022-07-20 20:50:36,5.6167,-54.4,79.41,84,47,4.63,scattered clouds
367,Mesyagutovo,RU,2022-07-20 20:50:37,55.5303,58.2528,53.22,93,57,5.3,broken clouds
368,Schonebeck,DE,2022-07-20 20:50:37,52.0167,11.75,82.13,30,28,10.85,scattered clouds
369,Khani,GE,2022-07-20 20:50:38,41.9563,42.9566,62.29,98,100,1.28,overcast clouds
370,Coro,VE,2022-07-20 20:50:38,11.4045,-69.6734,84.72,71,46,21.61,scattered clouds
371,Adrar,MR,2022-07-20 20:50:38,20.5022,-10.0711,95.85,18,19,11.54,few clouds
372,Karwar,IN,2022-07-20 20:50:39,14.8,74.1333,77.65,87,78,10.31,broken clouds
373,Pontevedra,ES,2022-07-20 20:50:39,42.431,-8.6444,76.1,78,0,7.85,clear sky
374,Gari,RU,2022-07-20 20:50:40,59.4307,62.3497,59.59,95,98,7.87,overcast clouds
375,Quepos,CR,2022-07-20 20:50:41,9.4236,-84.1652,77.67,92,100,1.25,overcast clouds
376,Troitskoye,RU,2022-07-20 20:50:41,52.9821,84.6757,57.79,66,100,8.14,overcast clouds
377,Rundu,NA,2022-07-20 20:50:42,-17.9333,19.7667,54.81,35,5,6.15,clear sky
378,Mazagao,BR,2022-07-20 20:50:42,-0.115,-51.2894,84.25,77,11,3.76,few clouds
379,Safaga,EG,2022-07-20 20:50:42,26.7292,33.9365,88.97,39,0,8.14,clear sky
380,Nome,US,2022-07-20 20:50:43,64.5011,-165.4064,46.47,87,100,16.11,moderate rain
381,Douentza,ML,2022-07-20 20:50:43,14.9951,-2.9517,87.39,53,100,12.62,overcast clouds
382,Kutulik,RU,2022-07-20 20:50:44,53.3508,102.7839,53.67,81,100,1.66,overcast clouds
383,Yar-Sale,RU,2022-07-20 20:50:44,66.8333,70.8333,49.33,78,3,10.65,clear sky
384,Santa Maria,BR,2022-07-20 20:50:45,-29.6842,-53.8069,63.7,82,0,6.91,clear sky
385,Ust-Nera,RU,2022-07-20 20:50:45,64.5667,143.2,58.06,74,98,9.26,overcast clouds
386,Arvika,SE,2022-07-20 20:50:46,59.6553,12.5852,75.81,58,100,3.83,overcast clouds
387,Sibu,MY,2022-07-20 20:50:46,2.3,111.8167,77.31,94,20,2.3,few clouds
388,Nizhnevartovsk,RU,2022-07-20 20:50:46,60.9344,76.5531,55.42,100,94,0.0,mist
389,Khatanga,RU,2022-07-20 20:50:47,71.9667,102.5,45.45,67,100,20.49,overcast clouds
390,Pedasi,PA,2022-07-20 20:50:47,7.5333,-80.0333,83.07,85,100,11.86,overcast clouds
391,Shitanjing,CN,2022-07-20 20:50:48,39.2342,106.3439,68.92,46,25,7.72,scattered clouds
392,Hofn,IS,2022-07-20 20:50:48,64.2539,-15.2082,52.61,74,100,6.02,overcast clouds
393,Salvacion,PH,2022-07-20 20:50:49,7.9833,126.1333,72.99,95,80,2.1,broken clouds
394,Seoul,KR,2022-07-20 20:47:59,37.5683,126.9778,71.2,97,100,12.66,light rain
395,Chimbote,PE,2022-07-20 20:50:50,-9.0853,-78.5783,66.07,72,9,11.14,clear sky
396,Lastoursville,GA,2022-07-20 20:50:50,-0.8143,12.7287,76.95,71,100,2.17,light rain
397,Formosa Do Rio Preto,BR,2022-07-20 20:50:51,-11.0483,-45.1931,77.47,27,1,4.45,clear sky
398,Platanos,GR,2022-07-20 20:50:51,37.6667,21.6167,72.25,49,0,5.41,clear sky
399,Brae,GB,2022-07-20 20:50:51,60.3964,-1.353,55.56,88,97,12.19,overcast clouds
400,Ankazoabo,MG,2022-07-20 20:50:52,-22.2833,44.5167,61.29,61,0,4.32,clear sky
401,Port Lincoln,AU,2022-07-20 20:50:52,-34.7333,135.8667,51.42,80,71,10.6,broken clouds
402,Presidente Medici,BR,2022-07-20 20:50:53,-11.1753,-61.9014,91.9,24,2,2.66,clear sky
403,Shyryayeve,UA,2022-07-20 20:50:53,47.3805,30.1964,72.5,54,59,16.71,broken clouds
404,Vao,NC,2022-07-20 20:50:54,-22.6667,167.4833,73.83,88,98,11.05,overcast clouds
405,Bilibino,RU,2022-07-20 20:50:54,68.0546,166.4372,46.22,65,95,3.15,overcast clouds
406,Grand Gaube,MU,2022-07-20 20:50:55,-20.0064,57.6608,68.4,76,94,7.0,light rain
407,Birin,NP,2022-07-20 20:50:55,26.8865,88.0718,63.07,96,100,3.87,overcast clouds
408,Rawson,AR,2022-07-20 20:48:21,-43.3002,-65.1023,48.72,47,100,23.53,overcast clouds
409,Leh,IN,2022-07-20 20:50:56,34.1667,77.5833,63.73,20,100,10.16,overcast clouds
410,Benghazi,LY,2022-07-20 20:50:56,32.1167,20.0667,77.95,66,0,11.27,clear sky
411,Malkangiri,IN,2022-07-20 20:50:57,18.35,81.9,76.55,91,100,2.17,overcast clouds
412,Dhidhdhoo,MV,2022-07-20 20:50:57,6.8833,73.1,79.95,80,100,19.95,overcast clouds
413,Port Macquarie,AU,2022-07-20 20:50:57,-31.4333,152.9167,53.49,100,75,3.44,broken clouds
414,Selenduma,RU,2022-07-20 20:51:58,50.9131,106.2406,53.06,79,86,2.82,overcast clouds
415,Alexandria,EG,2022-07-20 20:47:39,31.2156,29.9553,77.54,83,0,13.8,clear sky
416,Havoysund,NO,2022-07-20 20:51:59,70.9963,24.6622,52.03,86,52,10.16,broken clouds
417,Berlin,DE,2022-07-20 20:48:14,52.5244,13.4105,86.99,42,0,5.75,clear sky
418,Aleksandrovsk-Sakhalinskiy,RU,2022-07-20 20:51:59,50.8975,142.1561,58.32,89,92,8.21,overcast clouds
419,Yerbogachen,RU,2022-07-20 20:52:00,61.2767,108.0108,52.99,95,100,3.38,overcast clouds
420,Surovikino,RU,2022-07-20 20:52:00,48.6078,42.8486,73.08,37,94,3.47,overcast clouds
421,Aksarka,RU,2022-07-20 20:52:01,66.5606,67.7975,56.57,69,100,7.7,overcast clouds
422,Dalvik,IS,2022-07-20 20:49:28,65.9702,-18.5286,48.13,91,100,3.62,overcast clouds
423,Samana,DO,2022-07-20 20:52:01,19.2056,-69.3369,89.82,66,20,17.27,few clouds
424,Tres Arroyos,AR,2022-07-20 20:48:18,-38.3739,-60.2798,60.01,50,75,18.03,broken clouds
425,Carlsbad,US,2022-07-20 20:48:09,33.1581,-117.3506,101.26,68,0,9.22,clear sky
426,Sisimiut,GL,2022-07-20 20:52:02,66.9395,-53.6735,49.89,75,100,9.28,overcast clouds
427,Saint-Georges,GD,2022-07-20 20:52:03,12.0564,-61.7485,83.88,79,20,17.27,few clouds
428,Sao Felix Do Xingu,BR,2022-07-20 20:52:03,-6.6447,-51.995,85.59,39,14,1.21,few clouds
429,Moranbah,AU,2022-07-20 20:52:04,-22.0016,148.0466,57.16,97,38,11.12,scattered clouds
430,Caxito,AO,2022-07-20 20:52:04,-8.5785,13.6643,66.97,90,7,1.45,clear sky
431,Katsuura,JP,2022-07-20 20:52:05,35.1333,140.3,77.74,84,60,7.94,broken clouds
432,Ayan,RU,2022-07-20 20:52:05,56.45,138.1667,57.2,98,100,4.36,overcast clouds
433,Pardina,RO,2022-07-20 20:52:06,45.3064,28.9569,73.99,55,79,8.77,broken clouds
434,Northam,GB,2022-07-20 20:52:07,51.0333,-4.2167,63.39,78,11,13.44,few clouds
435,Treinta Y Tres,UY,2022-07-20 20:52:07,-33.2333,-54.3833,59.49,90,0,6.85,clear sky
436,Longyearbyen,SJ,2022-07-20 20:52:08,78.2186,15.6401,49.84,87,75,3.44,broken clouds
437,Abu Kamal,SY,2022-07-20 20:52:08,34.4506,40.9171,94.42,17,0,9.19,clear sky
438,Harstad,NO,2022-07-20 20:52:09,68.799,16.5293,58.39,98,72,8.01,broken clouds
439,Wahpeton,US,2022-07-20 20:52:09,46.2652,-96.6059,89.62,33,0,17.27,clear sky
440,Mizdah,LY,2022-07-20 20:52:10,31.4451,12.9801,77.14,52,12,15.21,few clouds
441,Severomuysk,RU,2022-07-20 20:52:10,56.1481,113.4267,52.38,95,100,5.66,moderate rain
442,Havelock,US,2022-07-20 20:52:11,34.8791,-76.9013,87.75,82,75,10.36,thunderstorm
443,Hirado,JP,2022-07-20 20:52:11,33.3597,129.5531,81.39,90,100,14.99,heavy intensity rain
444,Ostrovnoy,RU,2022-07-20 20:52:12,68.0531,39.5131,47.05,96,23,4.5,few clouds
445,La Spezia,IT,2022-07-20 20:52:12,44.1105,9.8434,85.96,39,0,3.67,clear sky
446,Pietermaritzburg,ZA,2022-07-20 20:52:13,-29.6168,30.3928,51.69,89,96,2.04,overcast clouds
447,Minas,UY,2022-07-20 20:52:13,-34.3759,-55.2377,57.47,91,4,8.21,clear sky
448,Soyo,AO,2022-07-20 20:52:14,-6.1349,12.3689,70.63,88,55,8.46,broken clouds
449,Sobolevo,RU,2022-07-20 20:52:15,54.4299,31.8996,58.95,65,97,12.39,overcast clouds
450,Magadan,RU,2022-07-20 20:52:15,59.5667,150.8,57.94,85,51,0.67,broken clouds
451,Komsomolskiy,UZ,2022-07-20 20:52:16,40.4272,71.7189,79.52,36,0,6.91,clear sky
452,Sohag,EG,2022-07-20 20:52:16,26.557,31.6948,89.89,21,7,9.04,clear sky
453,Vidim,RU,2022-07-20 20:52:17,56.4088,103.1106,51.44,92,89,3.2,overcast clouds
454,Bubaque,GW,2022-07-20 20:52:17,11.2833,-15.8333,76.68,91,100,16.84,moderate rain
455,Maceio,BR,2022-07-20 20:52:18,-9.6658,-35.7353,76.44,88,100,9.22,mist
456,Karsiyang,IN,2022-07-20 20:52:19,26.8825,88.2773,61.63,98,100,4.21,overcast clouds
457,Bhola,BD,2022-07-20 20:52:19,22.6833,90.65,81.68,84,98,7.65,overcast clouds
458,Zabid,YE,2022-07-20 20:52:20,14.1951,43.3152,85.21,53,100,2.53,overcast clouds
459,Sosnovo-Ozerskoye,RU,2022-07-20 20:52:20,52.5249,111.5418,48.83,95,1,7.09,clear sky
460,Dolores Hidalgo,MX,2022-07-20 20:52:21,21.1561,-100.9308,86.79,22,88,7.45,overcast clouds
461,Santa Cruz,BO,2022-07-20 20:52:21,-17.8,-63.1667,86.05,39,7,18.41,clear sky
462,Ligayan,PH,2022-07-20 20:53:22,4.6533,119.4706,83.3,72,12,3.33,few clouds
463,Whitehorse,CA,2022-07-20 20:50:43,60.7161,-135.0538,54.37,63,100,10.36,overcast clouds
464,Hualmay,PE,2022-07-20 20:53:23,-11.0964,-77.6139,65.39,73,38,10.71,scattered clouds
465,Luderitz,NA,2022-07-20 20:53:23,-26.6481,15.1594,56.98,60,3,17.6,clear sky
466,Manokwari,ID,2022-07-20 20:53:24,-0.8667,134.0833,78.28,79,94,6.04,overcast clouds
467,Deputatskiy,RU,2022-07-20 20:53:22,69.3,139.9,36.66,92,91,4.65,overcast clouds
468,Mandalgovi,MN,2022-07-20 20:53:25,45.7625,106.2708,59.11,68,77,13.85,broken clouds
469,Port-Cartier,CA,2022-07-20 20:53:25,50.0334,-66.8654,79.75,42,10,12.17,clear sky
470,Yazman,PK,2022-07-20 20:53:25,29.1212,71.7446,93.49,55,20,20.58,few clouds
471,San Policarpo,PH,2022-07-20 20:53:26,12.1791,125.5072,82.09,79,89,4.83,light rain
472,Trincomalee,LK,2022-07-20 20:53:26,8.5711,81.2335,79.61,84,29,15.28,scattered clouds
473,Red Bluff,US,2022-07-20 20:50:25,40.1785,-122.2358,105.85,8,0,3.44,clear sky
474,Dajal,PK,2022-07-20 20:53:27,29.5577,70.3762,93.88,57,7,20.04,clear sky
475,Aguimes,ES,2022-07-20 20:53:27,27.9054,-15.4461,72.23,73,0,27.63,clear sky
476,Hohhot,CN,2022-07-20 20:53:28,40.8106,111.6522,61.09,72,0,4.47,clear sky
477,Cururupu,BR,2022-07-20 20:52:52,-1.8283,-44.8683,75.83,90,78,3.6,broken clouds
478,Moree,AU,2022-07-20 20:53:29,-29.4667,149.85,47.73,75,84,8.5,broken clouds
479,Dingle,PH,2022-07-20 20:53:29,10.9995,122.6711,76.53,88,73,1.79,moderate rain
480,Staryy Nadym,RU,2022-07-20 20:53:30,65.6118,72.6842,48.36,65,8,10.22,clear sky
481,Bafra,TR,2022-07-20 20:53:30,41.5678,35.9069,70.83,76,0,6.62,clear sky
482,Erbaa,TR,2022-07-20 20:53:31,40.6689,36.5675,61.99,94,66,3.4,broken clouds
483,Kota Kinabalu,MY,2022-07-20 20:53:31,5.9749,116.0724,75.18,88,20,5.01,few clouds
484,Zhangye,CN,2022-07-20 20:53:32,38.9342,100.4517,59.83,75,88,21.23,light rain
485,Peleduy,RU,2022-07-20 20:53:32,59.6289,112.7406,59.99,94,100,7.96,overcast clouds
486,San Luis,AR,2022-07-20 20:53:33,-33.295,-66.3356,62.33,35,0,10.47,clear sky
487,Gorom-Gorom,BF,2022-07-20 20:53:33,14.4439,-0.2361,85.91,53,100,14.12,overcast clouds
488,Inirida,CO,2022-07-20 20:53:34,3.8653,-67.9239,79.72,86,75,2.82,broken clouds
489,Carinhanha,BR,2022-07-20 20:53:34,-14.3047,-43.765,78.98,34,7,4.03,clear sky
490,Yokadouma,CM,2022-07-20 20:53:34,3.5167,15.05,69.4,97,100,1.59,light rain
491,Pitimbu,BR,2022-07-20 20:53:35,-7.4706,-34.8086,73.99,87,89,10.42,overcast clouds
492,Kilindoni,TZ,2022-07-20 20:53:35,-7.9139,39.6668,74.98,75,62,12.91,light rain
493,Forestville,US,2022-07-20 20:53:36,38.8451,-76.875,94.64,54,40,4.61,scattered clouds
494,Buraydah,SA,2022-07-20 20:53:36,26.326,43.975,97.25,9,7,8.55,clear sky
495,Terrace Bay,CA,2022-07-20 20:53:37,48.7834,-87.1,55.35,89,61,9.15,broken clouds
496,Coihaique,CL,2022-07-20 20:53:37,-45.5752,-72.0662,34.41,93,75,3.44,light snow
497,Redcliffe,AU,2022-07-20 20:53:38,-27.2307,153.0973,60.89,42,75,5.75,broken clouds
498,Lata,PT,2022-07-20 20:53:38,40.1629,-8.3327,62.26,84,0,2.35,clear sky
499,Dakar,SN,2022-07-20 20:53:39,14.6937,-17.4441,80.73,89,75,2.3,broken clouds
500,Egvekinot,RU,2022-07-20 20:53:39,66.3167,-179.1667,37.54,61,66,7.76,broken clouds
501,Hovd,MN,2022-07-20 20:53:40,48.0056,91.6419,55.2,56,7,3.8,clear sky
502,Ust-Tsilma,RU,2022-07-20 20:53:40,65.441,52.1498,60.49,73,23,5.19,few clouds
503,North Berwick,GB,2022-07-20 20:53:41,56.0583,-2.7229,62.91,90,13,1.14,few clouds
504,Bhinmal,IN,2022-07-20 20:53:41,25.0,72.25,82.58,81,100,16.53,overcast clouds
505,Akdepe,TM,2022-07-20 20:53:42,42.0551,59.3788,87.89,20,0,9.57,clear sky
506,Sawtell,AU,2022-07-20 20:53:42,-30.3833,153.1,53.19,93,75,8.05,broken clouds
507,Balikpapan,ID,2022-07-20 20:53:43,-1.2675,116.8289,77.99,100,40,2.3,scattered clouds
508,Balakhta,RU,2022-07-20 20:54:43,55.38,91.6,54.09,94,100,4.52,overcast clouds
509,Domoni,KM,2022-07-20 20:54:44,-12.2569,44.5319,73.69,75,0,4.47,clear sky
510,Itaituba,BR,2022-07-20 20:54:44,-4.2761,-55.9836,89.76,55,40,2.3,scattered clouds
511,Samarai,PG,2022-07-20 20:54:44,-10.6167,150.6667,80.17,80,16,10.09,few clouds
512,Kungurtug,RU,2022-07-20 20:54:45,50.5994,97.5228,46.58,80,100,0.69,overcast clouds
513,Mackenzie,CA,2022-07-20 20:54:45,55.2999,-123.1698,68.22,45,0,12.66,clear sky
514,Tecoanapa,MX,2022-07-20 20:54:46,16.5167,-98.75,86.63,66,100,8.12,overcast clouds
515,Axim,GH,2022-07-20 20:54:46,4.8699,-2.2405,74.01,71,63,6.73,broken clouds
516,Valea Crisului,RO,2022-07-20 20:54:47,45.9167,25.7667,68.54,62,6,0.36,clear sky
517,Grindavik,IS,2022-07-20 20:54:47,63.8424,-22.4338,51.75,87,40,16.11,scattered clouds
518,Kirkenes,NO,2022-07-20 20:54:48,69.7271,30.0458,56.35,88,75,0.0,broken clouds
519,Bend,US,2022-07-20 20:51:39,44.0582,-121.3153,95.14,17,0,7.0,clear sky
520,Iskateley,RU,2022-07-20 20:54:48,67.6803,53.1512,47.71,92,25,13.8,scattered clouds
521,Bossangoa,CF,2022-07-20 20:54:49,6.4926,17.4552,69.62,97,70,3.33,broken clouds
522,Saint-Augustin,CA,2022-07-20 20:54:49,51.226,-58.6502,56.66,88,100,15.43,overcast clouds
523,Bonavista,CA,2022-07-20 20:54:50,48.6499,-53.1147,62.37,84,100,24.34,overcast clouds
524,San Jose,US,2022-07-20 20:53:00,37.3394,-121.895,94.89,48,0,11.5,clear sky
